treat,age,edu,black,hisp,married,nodegree,re74,re75,re78,u74,u75
0,36,11,0,1,0,1,5443.73388671875,3063.8779296875,1324.5419921875,0,0
0,25,11,1,0,0,1,15209.990234375,3072.72607421875,284.65838623046875,0,0
0,19,11,1,0,0,1,3504.013916015625,3285.679931640625,11195.9296875,0,0
0,23,8,1,0,0,1,7724.283203125,3403.055908203125,0,0,0
0,17,11,1,0,0,1,4080.72998046875,3796.029052734375,0,0,0
0,43,10,1,0,0,1,2502.867919921875,4128.44287109375,7565.27294921875,0,0
0,26,11,1,0,1,1,0,4184.73193359375,0,1,0
0,27,11,1,0,1,1,0,4491.8837890625,0,1,0
0,19,11,1,0,0,1,6337.4921875,4503.06396484375,0,0,0
0,28,11,1,0,1,1,8593.1630859375,5393.89501953125,4974.5859375,0,0
0,28,12,1,0,1,0,10585.1298828125,5551.4560546875,12780.01953125,0,0
0,26,8,1,0,0,1,1126.2900390625,5562.59814453125,3523.577880859375,0,0
0,31,12,1,0,0,0,0,5613.9091796875,0,1,0
0,23,11,1,0,0,1,7617.36181640625,5716.4072265625,10274.83984375,0,0
0,20,12,1,0,0,0,7182.4921875,6004.72802734375,4779.72021484375,0,0
0,28,10,1,0,1,1,8293.3447265625,6449.47998046875,16988.1796875,0,0
0,39,12,1,0,1,0,19785.3203125,6608.13720703125,499.2572021484375,0,0
0,21,8,1,0,0,1,39570.6796875,6608.30419921875,3083.5810546875,0,0
0,22,11,1,0,0,1,8810.0673828125,6974.48388671875,3708.718994140625,0,0
0,20,11,1,0,0,1,8009.1640625,7666.875,7659.2177734375,0,0
0,21,11,0,1,0,1,2992.533935546875,8920.470703125,20857.83984375,0,0
0,23,12,0,1,0,0,5721.69580078125,8960.68359375,7078.17822265625,0,0
0,29,9,1,0,0,1,9268.943359375,9160.693359375,0,0,0
0,28,9,1,0,1,1,10222.41015625,9210.447265625,1239.843994140625,0,0
0,30,11,1,0,1,1,0,9311.9384765625,3982.801025390625,1,0
0,25,10,1,0,1,1,13519.9697265625,9319.4443359375,0,0,0
0,28,11,1,0,1,1,824.388916015625,10033.91015625,0,0,0
0,22,10,0,0,0,1,27864.359375,10598.669921875,7094.919921875,0,0
0,44,9,1,0,1,1,12260.7802734375,10857.240234375,12359.3095703125,0,0
0,21,9,1,0,0,1,31886.4296875,12357.2197265625,0,0,0
0,28,11,1,0,0,1,17491.44921875,13371.25,0,0,0
0,29,9,0,1,0,1,9594.3076171875,16341.16015625,16900.30078125,0,0
0,25,9,1,0,1,1,24731.619140625,16946.630859375,7343.9638671875,0,0
0,22,10,0,0,1,1,25720.919921875,23031.98046875,5448.80078125,0,0
